id,created_at,user_country,age,campaign_source,device,budget_created_at,autosave_created_at,subscription_created_at
862179,03/01/2019,GB,32,Friend Referral,messenger,,,
1280643,21/05/2019,GB,20,Influencer,messenger,,,
885948,11/01/2019,GB,24,Facebook Ads: General,messenger,,,
988808,15/02/2019,GB,22,Influencer,messenger,17/03/2019,,
1093265,19/03/2019,GB,31,Facebook Ads: Overdraft Fees,messenger,19/03/2019,,
891050,13/01/2019,GB,35,Facebook Ads: General,messenger,13/01/2019,,
955137,04/02/2019,GB,19,Facebook Ads: General,messenger,04/02/2019,,
1059122,09/03/2019,GB,36,Influencer,messenger,09/03/2019,,
920855,23/01/2019,GB,20,Facebook Ads: General,messenger,24/01/2019,,
1897885,22/08/2019,GB,24,Influencer,android,23/08/2019,,
890925,13/01/2019,GB,50,Facebook Ads: General,android,13/01/2019,,
953688,03/02/2019,GB,27,Facebook Ads: General,messenger,04/02/2019,30/05/2019,
1708453,25/07/2019,GB,20,Influencer,ios,25/07/2019,,
1657345,18/07/2019,GB,20,Influencer,ios,18/07/2019,,
1173429,16/04/2019,GB,20,Facebook Ads: General,ios,27/09/2019,,
954270,04/02/2019,GB,21,Influencer,messenger,04/02/2019,,
1076646,14/03/2019,GB,20,Facebook Ads: Overdraft Fees,ios,15/03/2019,,
980676,13/02/2019,GB,28,Influencer,messenger,25/02/2019,,
1376108,16/06/2019,GB,22,Friend Referral,ios,25/06/2019,,
1205512,24/04/2019,GB,31,Facebook Ads: Overdraft Fees,messenger,24/04/2019,,
868259,05/01/2019,GB,30,Facebook Ads: General,messenger,05/01/2019,,
1092115,19/03/2019,GB,26,Facebook Ads: General,android,11/04/2019,,
942585,29/01/2019,GB,23,Influencer,ios,,,
1026644,27/02/2019,GB,19,Influencer,ios,,,
1149514,08/04/2019,GB,21,Influencer,ios,,11/04/2019,
1243368,08/05/2019,GB,44,Influencer,ios,,,
1348411,10/06/2019,GB,37,Friend Referral,ios,,,
1370113,15/06/2019,GB,21,Influencer,ios,,,
1382850,17/06/2019,GB,19,Influencer,ios,,,
1037642,02/03/2019,GB,20,Friend Referral,messenger,,,
906616,18/01/2019,GB,19,Friend Referral,messenger,,,
1361762,14/06/2019,GB,21,Influencer,messenger,,,
1624562,14/07/2019,GB,25,Friend Referral,messenger,,,
1160192,11/04/2019,GB,25,Friend Referral,messenger,,,
881108,10/01/2019,US,27,Facebook Ads: General,messenger,,,
1231295,03/05/2019,GB,20,Friend Referral,messenger,,,
1159408,11/04/2019,GB,19,Friend Referral,messenger,,,
1946007,30/08/2019,GB,52,Influencer,messenger,,,
1146947,07/04/2019,GB,20,Friend Referral,messenger,,03/10/2019,
1205237,24/04/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,,,
1047901,05/03/2019,GB,36,Facebook Ads: General,messenger,,,
1500045,29/06/2019,GB,42,Friend Referral,messenger,,,
1321715,02/06/2019,GB,20,Friend Referral,messenger,,,
1081041,16/03/2019,GB,20,Friend Referral,messenger,,,
1569811,07/07/2019,GB,20,Friend Referral,messenger,,,
1017309,24/02/2019,GB,46,Influencer,messenger,,,
870434,06/01/2019,GB,36,Facebook Ads: General,messenger,06/01/2019,,
1436260,22/06/2019,US,21,Influencer,android,25/06/2019,,
1042432,04/03/2019,GB,25,Influencer,messenger,04/03/2019,11/04/2019,
1016636,24/02/2019,US,28,Influencer,messenger,24/02/2019,,
979289,13/02/2019,GB,22,Facebook Ads: General,messenger,13/02/2019,,
1065670,11/03/2019,GB,29,Facebook Ads: Overdraft Fees,android,11/03/2019,,
962000,07/02/2019,GB,40,Influencer,messenger,07/02/2019,21/03/2019,
997109,17/02/2019,GB,30,Facebook Ads: General,messenger,17/02/2019,28/02/2019,
897948,15/01/2019,GB,20,Facebook Ads: General,messenger,15/01/2019,,
1375580,16/06/2019,GB,23,Influencer,ios,16/06/2019,,
1054519,07/03/2019,GB,23,Influencer,messenger,07/03/2019,,
1078158,15/03/2019,GB,21,Facebook Ads: General,messenger,15/03/2019,,
1121192,28/03/2019,GB,23,Influencer,ios,28/03/2019,10/10/2019,
897456,15/01/2019,GB,19,Facebook Ads: General,messenger,15/01/2019,,
1180626,18/04/2019,GB,22,Influencer,messenger,18/04/2019,13/06/2019,
862555,03/01/2019,GB,19,Facebook Ads: General,messenger,03/01/2019,,
876367,08/01/2019,GB,19,Facebook Ads: General,messenger,08/01/2019,,
989040,15/02/2019,US,35,Influencer,messenger,08/03/2019,,
967941,09/02/2019,GB,22,Facebook Ads: General,messenger,09/02/2019,,
857509,01/01/2019,GB,34,Facebook Ads: General,messenger,01/01/2019,03/01/2019,
1373618,16/06/2019,GB,21,Influencer,ios,16/06/2019,,
946282,30/01/2019,GB,21,Friend Referral,ios,,,
1515193,01/07/2019,GB,24,Friend Referral,ios,,,
965327,08/02/2019,GB,21,Facebook Ads: General,messenger,,,
1069943,12/03/2019,GB,19,Friend Referral,messenger,,,
898430,15/01/2019,GB,20,Friend Referral,messenger,,,
1032709,28/02/2019,GB,23,Facebook Ads: General,messenger,,,
1054114,07/03/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,,,
935554,27/01/2019,GB,25,Facebook Ads: General,messenger,,,
1069141,12/03/2019,GB,21,Facebook Ads: General,messenger,,,
907561,19/01/2019,GB,25,Influencer,messenger,,,
1082015,16/03/2019,GB,20,Facebook Ads: Overdraft Fees,ios,16/03/2019,,
969795,10/02/2019,GB,21,Facebook Ads: General,messenger,10/02/2019,,
1706351,25/07/2019,GB,20,Influencer,android,16/10/2019,,
1258381,14/05/2019,US,21,Influencer,android,14/05/2019,,
927716,25/01/2019,GB,33,Influencer,ios,25/01/2019,,
1099335,21/03/2019,GB,25,Influencer,messenger,21/03/2019,,
1259538,14/05/2019,GB,23,Influencer,ios,14/05/2019,,
945106,30/01/2019,GB,37,Influencer,messenger,30/01/2019,07/02/2019,
1420410,21/06/2019,GB,21,Influencer,ios,21/06/2019,,
1159782,11/04/2019,GB,22,Facebook Ads: Overdraft Fees,android,,,
1173993,16/04/2019,GB,24,Facebook Ads: General,android,,,
1207827,24/04/2019,GB,23,Facebook Ads: Overdraft Fees,android,,,
1225161,30/04/2019,GB,32,Influencer,ios,,,
1303183,28/05/2019,GB,20,Friend Referral,ios,,,
1377187,16/06/2019,GB,21,Influencer,ios,,,
1417496,20/06/2019,GB,26,Influencer,ios,,,
1099593,21/03/2019,GB,28,Friend Referral,messenger,,,
1576622,08/07/2019,GB,50,Influencer,messenger,,,
1255495,13/05/2019,GB,44,Influencer,messenger,,,
1059476,09/03/2019,GB,20,Friend Referral,messenger,,,
1297276,26/05/2019,GB,20,Friend Referral,messenger,,,
1108354,24/03/2019,GB,22,Friend Referral,messenger,,,
966551,09/02/2019,GB,19,Facebook Ads: General,messenger,,,
1163337,13/04/2019,GB,20,Influencer,messenger,,,
906357,18/01/2019,GB,24,Facebook Ads: General,messenger,,,
948783,31/01/2019,GB,30,Friend Referral,messenger,,,
948919,31/01/2019,GB,18,Friend Referral,messenger,,,
1050550,06/03/2019,GB,20,Friend Referral,messenger,,,
1063389,10/03/2019,GB,46,Facebook Ads: Overdraft Fees,messenger,,,
1377407,16/06/2019,GB,30,Friend Referral,ios,01/10/2019,,
1399313,19/06/2019,GB,27,Influencer,ios,19/06/2019,,
936911,28/01/2019,GB,20,Influencer,messenger,28/01/2019,,
1939561,28/08/2019,GB,22,Influencer,ios,03/09/2019,10/10/2019,
870242,06/01/2019,GB,29,Influencer,messenger,14/01/2019,,
1109372,25/03/2019,GB,23,Facebook Ads: General,messenger,30/04/2019,,
1634922,15/07/2019,US,36,Facebook Ads: Overdraft Fees,messenger,15/07/2019,,
1117709,27/03/2019,GB,19,Facebook Ads: General,messenger,27/03/2019,,
1067301,11/03/2019,GB,42,Facebook Ads: Overdraft Fees,messenger,02/04/2019,,
984694,13/02/2019,GB,29,Friend Referral,android,14/02/2019,,
900437,16/01/2019,GB,21,Facebook Ads: General,android,16/01/2019,,
1086375,17/03/2019,GB,32,Influencer,messenger,18/03/2019,30/05/2019,
872734,07/01/2019,GB,21,Influencer,messenger,07/01/2019,,
909622,20/01/2019,GB,28,Influencer,messenger,21/01/2019,,
960290,06/02/2019,GB,20,Facebook Ads: General,messenger,18/02/2019,,
928958,25/01/2019,GB,24,Facebook Ads: General,messenger,25/01/2019,28/03/2019,
900796,16/01/2019,GB,22,Facebook Ads: General,ios,24/01/2019,,
1089590,18/03/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,01/04/2019,04/04/2019,
1068490,12/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,12/03/2019,,
1110788,25/03/2019,GB,23,Influencer,messenger,13/07/2019,,
981142,13/02/2019,GB,22,Facebook Ads: General,android,,,
1042525,04/03/2019,GB,24,Influencer,ios,,,
1066793,11/03/2019,GB,20,Facebook Ads: Overdraft Fees,ios,,,
1186105,19/04/2019,GB,27,Influencer,android,,,
1192149,21/04/2019,GB,20,Friend Referral,android,,,
1373159,16/06/2019,GB,20,Influencer,ios,,,
1375603,16/06/2019,GB,22,Influencer,ios,,,
1050128,06/03/2019,GB,22,Influencer,messenger,,,
1057083,08/03/2019,GB,26,Facebook Ads: Overdraft Fees,messenger,,,
1160319,11/04/2019,GB,25,Facebook Ads: Overdraft Fees,messenger,,,
965006,08/02/2019,GB,19,Influencer,messenger,,,
1225918,01/05/2019,GB,22,Friend Referral,messenger,,,
1121269,28/03/2019,GB,22,Influencer,messenger,,,
1366492,15/06/2019,GB,55,Influencer,messenger,,,
1826439,09/08/2019,GB,23,Friend Referral,messenger,,,
1131856,01/04/2019,GB,23,Friend Referral,messenger,,,
1129207,31/03/2019,GB,28,Friend Referral,messenger,,,
1893860,21/08/2019,GB,20,Friend Referral,messenger,,,
1127607,30/03/2019,GB,24,Friend Referral,messenger,,,
967385,09/02/2019,GB,43,Influencer,messenger,,,
1153853,09/04/2019,GB,20,Facebook Ads: Overdraft Fees,messenger,,,
1623474,14/07/2019,GB,26,Friend Referral,messenger,,,
1076371,14/03/2019,GB,19,Influencer,ios,15/03/2019,,
920970,23/01/2019,GB,23,Influencer,messenger,23/01/2019,,
942291,29/01/2019,GB,22,Friend Referral,messenger,30/01/2019,13/06/2019,
1008802,21/02/2019,GB,20,Influencer,ios,16/06/2019,,
1018056,24/02/2019,GB,21,Friend Referral,messenger,24/02/2019,,
933773,27/01/2019,GB,27,Facebook Ads: General,messenger,27/01/2019,,
1263311,15/05/2019,GB,24,Influencer,messenger,15/05/2019,,
958966,06/02/2019,GB,23,Influencer,messenger,06/02/2019,,
877165,08/01/2019,GB,28,Facebook Ads: General,messenger,09/01/2019,,
1066679,11/03/2019,GB,23,Facebook Ads: Overdraft Fees,android,22/09/2019,,
1122309,29/03/2019,GB,25,Facebook Ads: General,messenger,31/03/2019,,
1251281,11/05/2019,GB,20,Influencer,android,12/05/2019,,
867990,05/01/2019,GB,29,Influencer,messenger,05/01/2019,,
910514,20/01/2019,GB,25,Facebook Ads: General,messenger,20/01/2019,,
875953,08/01/2019,GB,30,Facebook Ads: General,messenger,11/01/2019,,
946310,30/01/2019,GB,22,Influencer,messenger,01/03/2019,,
1043122,04/03/2019,GB,20,Influencer,ios,04/03/2019,,
1051446,06/03/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,06/03/2019,,
1289767,24/05/2019,GB,22,Influencer,ios,24/05/2019,,
1377860,16/06/2019,GB,23,Influencer,ios,16/06/2019,,
882476,10/01/2019,GB,19,Influencer,ios,,,
1245095,09/05/2019,GB,19,Influencer,messenger,,,
1519732,02/07/2019,GB,28,Influencer,ios,,,
1697877,24/07/2019,GB,24,Influencer,ios,,,
1922853,26/08/2019,GB,27,Influencer,android,,,
1041514,04/03/2019,GB,20,Facebook Ads: General,messenger,,,
1326569,03/06/2019,GB,19,Friend Referral,messenger,,,
948463,31/01/2019,GB,20,Influencer,messenger,,,
1463029,25/06/2019,GB,20,Influencer,ios,,,
1620366,14/07/2019,GB,29,Influencer,android,,,
1691997,23/07/2019,GB,20,Influencer,ios,,,
928126,25/01/2019,GB,24,Influencer,messenger,,,
942549,29/01/2019,GB,19,Friend Referral,messenger,,,
1028971,27/02/2019,GB,19,Friend Referral,messenger,,,
953398,03/02/2019,GB,23,Influencer,messenger,,,
1021996,25/02/2019,GB,20,Friend Referral,messenger,,,
887109,12/01/2019,GB,20,Friend Referral,messenger,,,
1858529,14/08/2019,GB,20,Friend Referral,messenger,,,
974035,11/02/2019,GB,31,Influencer,messenger,,,
958943,06/02/2019,GB,20,Facebook Ads: General,messenger,,,
942035,29/01/2019,GB,19,Friend Referral,messenger,,,
999357,18/02/2019,GB,23,Influencer,messenger,,,
1825941,09/08/2019,GB,20,Influencer,messenger,,,
1102766,22/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,,,
1200525,23/04/2019,GB,19,Friend Referral,messenger,,,
1895400,21/08/2019,GB,19,Friend Referral,messenger,,,
942444,29/01/2019,GB,23,Friend Referral,messenger,,,
1301807,27/05/2019,GB,20,Friend Referral,messenger,,,
946014,30/01/2019,GB,28,Friend Referral,messenger,,,
1106943,24/03/2019,GB,25,Facebook Ads: General,messenger,24/03/2019,,
1595619,10/07/2019,GB,26,Influencer,ios,10/07/2019,,
952088,02/02/2019,GB,20,Influencer,messenger,28/02/2019,,
941676,29/01/2019,GB,24,Influencer,messenger,29/01/2019,,
941975,29/01/2019,GB,20,Friend Referral,messenger,29/01/2019,,
1211916,26/04/2019,GB,20,Influencer,ios,10/05/2019,,
940447,29/01/2019,GB,24,Facebook Ads: General,messenger,29/01/2019,31/01/2019,
956344,05/02/2019,GB,28,Influencer,messenger,05/02/2019,28/02/2019,
1595043,10/07/2019,US,28,Influencer,android,09/08/2019,,
997263,17/02/2019,GB,26,Influencer,messenger,17/02/2019,,
1379129,16/06/2019,GB,21,Influencer,ios,16/06/2019,,
1210051,25/04/2019,GB,22,Influencer,messenger,25/04/2019,,
906090,18/01/2019,GB,18,Facebook Ads: General,messenger,18/01/2019,,
1012313,22/02/2019,GB,20,Influencer,messenger,22/02/2019,,
1176673,17/04/2019,GB,20,Facebook Ads: General,messenger,17/04/2019,,
1343891,09/06/2019,GB,20,Influencer,ios,09/06/2019,,
1583156,09/07/2019,US,40,Influencer,android,07/09/2019,,
953614,03/02/2019,GB,29,Facebook Ads: General,messenger,03/02/2019,,
1087536,18/03/2019,GB,29,Influencer,android,18/03/2019,,
1001512,18/02/2019,GB,24,Facebook Ads: General,android,18/02/2019,,
866547,04/01/2019,GB,20,Facebook Ads: General,messenger,04/01/2019,,
1134371,02/04/2019,GB,25,Influencer,android,,,
1371084,15/06/2019,GB,21,Influencer,ios,,,
1373589,16/06/2019,GB,22,Influencer,ios,,,
1113377,26/03/2019,GB,23,Friend Referral,messenger,,,
1006785,20/02/2019,GB,20,Influencer,messenger,,,
954529,04/02/2019,GB,35,Friend Referral,messenger,,07/02/2019,
941600,29/01/2019,GB,29,Influencer,messenger,,,
1062598,10/03/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,,,
940972,29/01/2019,GB,20,Friend Referral,messenger,,,
1052039,07/03/2019,GB,23,Friend Referral,messenger,,,
881102,10/01/2019,GB,29,Influencer,messenger,,,
956100,05/02/2019,GB,20,Facebook Ads: General,messenger,,,
934111,27/01/2019,GB,20,Friend Referral,messenger,,,
1045612,05/03/2019,GB,19,Friend Referral,messenger,,,
1096615,20/03/2019,GB,24,Friend Referral,messenger,,,
885408,11/01/2019,GB,40,Influencer,messenger,,,
1004015,19/02/2019,GB,22,Friend Referral,messenger,,,
1046611,05/03/2019,GB,22,Facebook Ads: General,messenger,,,
934558,27/01/2019,GB,28,Facebook Ads: General,messenger,,,
942074,29/01/2019,GB,24,Facebook Ads: General,messenger,,,
1059952,09/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,,,
1060690,09/03/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,,,
1651507,17/07/2019,GB,19,Friend Referral,messenger,,,
921643,23/01/2019,GB,31,Influencer,messenger,23/01/2019,,
1092744,19/03/2019,GB,30,Facebook Ads: General,messenger,19/03/2019,,
1066028,11/03/2019,GB,27,Influencer,messenger,30/04/2019,,
1071881,13/03/2019,GB,21,Influencer,messenger,11/06/2019,,
1201049,23/04/2019,GB,20,Influencer,ios,09/06/2019,27/06/2019,
1482892,27/06/2019,GB,27,Influencer,android,03/07/2019,,
1370334,15/06/2019,GB,20,Influencer,ios,05/07/2019,11/07/2019,
883901,11/01/2019,GB,21,Facebook Ads: General,ios,28/02/2019,,
953935,04/02/2019,GB,20,Influencer,messenger,04/02/2019,07/02/2019,
967954,09/02/2019,GB,20,Influencer,messenger,11/03/2019,,
1185019,19/04/2019,GB,44,Influencer,messenger,29/04/2019,,
1464892,25/06/2019,GB,27,Influencer,ios,25/06/2019,,
873721,07/01/2019,GB,45,Influencer,messenger,08/01/2019,,
916256,22/01/2019,GB,25,Facebook Ads: General,messenger,24/01/2019,,
964344,08/02/2019,GB,35,Influencer,messenger,08/02/2019,14/02/2019,
997978,17/02/2019,GB,24,Influencer,android,17/02/2019,18/07/2019,
1143916,06/04/2019,GB,29,Influencer,messenger,06/04/2019,,
1269853,17/05/2019,GB,19,Influencer,messenger,17/05/2019,,
1356487,13/06/2019,GB,19,Influencer,ios,13/06/2019,,
977715,12/02/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,07/03/2019,,
1161939,12/04/2019,GB,31,Facebook Ads: General,android,12/04/2019,,
938116,28/01/2019,GB,27,Facebook Ads: General,messenger,05/02/2019,,
885578,11/01/2019,GB,25,Influencer,messenger,11/01/2019,,
1209132,25/04/2019,GB,25,Influencer,messenger,25/04/2019,,
1056631,08/03/2019,US,20,Facebook Ads: Overdraft Fees,ios,,,
1142946,05/04/2019,US,31,Facebook Ads: Overdraft Fees,ios,,,
1330498,04/06/2019,GB,52,Influencer,android,,,
1370082,15/06/2019,GB,21,Influencer,ios,,,
1391335,18/06/2019,GB,27,Influencer,ios,,,
1481013,27/06/2019,GB,23,Influencer,ios,,,
1581612,08/07/2019,GB,20,Influencer,ios,,,
870267,06/01/2019,GB,39,Facebook Ads: General,messenger,,,
941887,29/01/2019,GB,21,Friend Referral,messenger,,,
1050529,06/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,,,
990005,15/02/2019,GB,20,Influencer,messenger,,,
1349731,11/06/2019,GB,30,Influencer,messenger,,,09/07/2019
1373204,16/06/2019,GB,20,Influencer,android,,,29/09/2019
1398626,19/06/2019,US,27,Facebook Ads: General,ios,19/06/2019,,05/07/2019
1399294,19/06/2019,US,22,Facebook Ads: Overdraft Fees,ios,,,21/06/2019
1421671,21/06/2019,US,33,Facebook Ads: Overdraft Fees,messenger,22/06/2019,,25/06/2019
1438732,23/06/2019,US,39,Influencer,ios,24/06/2019,,24/06/2019
1438789,23/06/2019,US,37,Influencer,ios,,,23/06/2019
1446708,24/06/2019,US,27,Influencer,android,,,26/06/2019
1447600,24/06/2019,US,36,Facebook Ads: Overdraft Fees,messenger,18/08/2019,,28/06/2019
1450401,24/06/2019,US,35,Facebook Ads: Overdraft Fees,android,,,24/06/2019
1453990,24/06/2019,US,37,Facebook Ads: Overdraft Fees,messenger,,,27/06/2019
1454485,24/06/2019,US,40,Influencer,android,,,13/07/2019
1465195,25/06/2019,US,31,Facebook Ads: General,messenger,,,25/06/2019
1466912,25/06/2019,US,32,Influencer,ios,25/06/2019,,26/06/2019
1475112,26/06/2019,US,28,Facebook Ads: Overdraft Fees,messenger,,,09/07/2019
1478555,26/06/2019,US,22,Influencer,ios,,,27/06/2019
1479823,26/06/2019,US,39,Influencer,android,,07/11/2019,02/07/2019
1483913,27/06/2019,US,34,Facebook Ads: Overdraft Fees,messenger,30/06/2019,,24/07/2019
1486213,27/06/2019,US,55,Influencer,ios,,,26/07/2019
1491334,28/06/2019,US,46,Facebook Ads: General,ios,04/09/2019,,24/07/2019
1492276,28/06/2019,US,45,Facebook Ads: Overdraft Fees,android,09/09/2019,,28/07/2019
1497798,28/06/2019,US,22,Influencer,ios,,,21/10/2019
1503577,30/06/2019,US,35,Influencer,ios,03/07/2019,,03/07/2019
1507875,01/07/2019,US,30,Facebook Ads: Overdraft Fees,ios,,,03/11/2019
1524931,02/07/2019,US,36,Influencer,android,,,02/07/2019
1525494,02/07/2019,US,28,Influencer,android,,,25/07/2019
1543055,04/07/2019,US,35,Facebook Ads: Overdraft Fees,ios,05/07/2019,,04/07/2019
1551638,05/07/2019,US,25,Facebook Ads: Overdraft Fees,android,05/07/2019,,13/08/2019
1559001,06/07/2019,US,35,Influencer,android,13/07/2019,12/09/2019,06/07/2019
1568706,07/07/2019,US,36,Influencer,ios,,,17/07/2019
1576733,08/07/2019,US,34,Facebook Ads: Overdraft Fees,messenger,,,08/07/2019
1587602,09/07/2019,US,24,Influencer,messenger,,,11/07/2019
1588068,09/07/2019,US,25,Facebook Ads: Overdraft Fees,ios,,,16/07/2019
1611583,12/07/2019,US,33,Influencer,ios,12/07/2019,,19/07/2019
1611893,12/07/2019,US,33,Influencer,android,,,31/08/2019
1615233,13/07/2019,US,34,Influencer,ios,13/07/2019,,13/07/2019
1620709,14/07/2019,US,45,Influencer,ios,,,23/07/2019
1622122,14/07/2019,US,25,Influencer,ios,14/07/2019,,15/07/2019
1634063,15/07/2019,US,35,Influencer,ios,,,15/07/2019
1635596,15/07/2019,US,34,Facebook Ads: Overdraft Fees,ios,,,17/07/2019
1635901,15/07/2019,US,27,Influencer,ios,,,01/08/2019
1641815,16/07/2019,US,39,Influencer,ios,,,18/07/2019
1650407,17/07/2019,US,39,Facebook Ads: Overdraft Fees,ios,06/08/2019,,17/07/2019
1652794,17/07/2019,US,50,Influencer,android,26/07/2019,,18/07/2019
1660230,19/07/2019,US,38,Facebook Ads: Overdraft Fees,messenger,,,16/09/2019
1672622,21/07/2019,US,33,Friend Referral,ios,21/07/2019,,21/07/2019
1685738,22/07/2019,US,42,Facebook Ads: Overdraft Fees,ios,,,22/07/2019
1696965,24/07/2019,GB,20,Influencer,ios,24/07/2019,,24/07/2019
1705800,25/07/2019,US,25,Influencer,android,29/11/2019,,29/11/2019
1718208,27/07/2019,US,23,Facebook Ads: Overdraft Fees,android,,,27/07/2019
1729153,28/07/2019,US,21,Influencer,android,,,26/10/2019
1744108,30/07/2019,US,28,Influencer,ios,31/07/2019,22/08/2019,07/08/2019
1752142,01/08/2019,US,30,Influencer,ios,,,01/08/2019
1762425,02/08/2019,GB,30,Friend Referral,messenger,16/08/2019,,22/08/2019
1773941,03/08/2019,US,31,Influencer,ios,,,03/08/2019
1779561,04/08/2019,US,26,Facebook Ads: Overdraft Fees,ios,,,29/09/2019
1782631,04/08/2019,US,28,Influencer,android,,,21/08/2019
1786201,05/08/2019,US,29,Influencer,android,02/09/2019,,16/08/2019
1798612,06/08/2019,US,33,Influencer,android,,,04/09/2019
1813142,08/08/2019,US,49,Facebook Ads: Overdraft Fees,android,09/08/2019,,20/11/2019
1837936,11/08/2019,US,33,Influencer,ios,17/08/2019,22/08/2019,11/08/2019
1860315,14/08/2019,US,24,Influencer,android,,,14/08/2019
1862653,14/08/2019,US,23,Influencer,ios,,,14/09/2019
1869770,16/08/2019,US,35,Facebook Ads: Overdraft Fees,messenger,,,16/08/2019
1870567,16/08/2019,US,46,Influencer,android,,,04/09/2019
1871447,16/08/2019,US,29,Influencer,ios,23/08/2019,,23/08/2019
1872787,17/08/2019,US,44,Influencer,ios,,,26/08/2019
1875188,17/08/2019,US,35,Influencer,android,,,17/08/2019
1876860,18/08/2019,US,22,Influencer,ios,,,23/09/2019
1877426,18/08/2019,GB,31,Friend Referral,ios,19/08/2019,,19/08/2019
1888957,20/08/2019,GB,25,Influencer,android,20/08/2019,10/10/2019,23/08/2019
1890852,20/08/2019,US,37,Influencer,ios,,,20/08/2019
1897179,22/08/2019,US,48,Influencer,ios,09/11/2019,,10/11/2019
1916818,25/08/2019,US,39,Influencer,ios,,,25/08/2019
1922575,26/08/2019,US,38,Influencer,android,26/08/2019,,26/08/2019
1924047,26/08/2019,US,27,Influencer,ios,,,27/08/2019
1942742,29/08/2019,US,26,Influencer,ios,18/09/2019,,01/09/2019
1942856,29/08/2019,US,39,Influencer,android,,,26/09/2019
1945160,30/08/2019,US,31,Influencer,ios,,05/12/2019,30/08/2019
1950162,31/08/2019,US,39,Influencer,android,,,31/08/2019
1221434,29/04/2019,GB,22,Influencer,android,07/06/2019,,
1192786,21/04/2019,GB,29,Facebook Ads: Overdraft Fees,messenger,21/04/2019,,
960093,06/02/2019,GB,33,Facebook Ads: General,messenger,06/02/2019,,
1910150,24/08/2019,GB,23,Friend Referral,ios,30/08/2019,,
937162,28/01/2019,GB,19,Friend Referral,messenger,18/06/2019,,
1729745,28/07/2019,US,29,Influencer,android,02/08/2019,19/09/2019,
1083218,16/03/2019,GB,20,Influencer,messenger,16/03/2019,,
873724,07/01/2019,GB,48,Influencer,messenger,07/01/2019,,
929349,25/01/2019,GB,25,Facebook Ads: General,messenger,31/03/2019,04/04/2019,
1015032,23/02/2019,GB,29,Influencer,messenger,03/03/2019,14/03/2019,
950190,01/02/2019,GB,24,Friend Referral,messenger,01/02/2019,,
987629,14/02/2019,GB,21,Facebook Ads: General,messenger,15/02/2019,,
1400546,19/06/2019,GB,21,Influencer,ios,19/06/2019,,
930945,26/01/2019,GB,35,Influencer,messenger,26/01/2019,,
1370027,15/06/2019,GB,19,Influencer,ios,15/06/2019,,
932241,26/01/2019,GB,21,Facebook Ads: General,messenger,26/01/2019,,
1205747,24/04/2019,GB,21,Friend Referral,messenger,24/04/2019,,
1104628,23/03/2019,GB,39,Influencer,ios,,,
1152850,09/04/2019,GB,29,Facebook Ads: Overdraft Fees,android,,,
1159885,11/04/2019,GB,31,Influencer,android,,,
1377047,16/06/2019,GB,19,Influencer,ios,,,
1412348,20/06/2019,GB,20,Influencer,ios,,,
1405342,19/06/2019,US,42,Facebook Ads: Overdraft Fees,ios,,,19/06/2019
1410986,20/06/2019,US,39,Facebook Ads: Overdraft Fees,messenger,,,20/06/2019
1412644,20/06/2019,US,28,Influencer,ios,26/07/2019,,26/07/2019
1416646,20/06/2019,US,32,Facebook Ads: Overdraft Fees,ios,,,21/06/2019
1417392,20/06/2019,GB,22,Friend Referral,ios,24/06/2019,,20/06/2019
1420921,21/06/2019,US,31,Facebook Ads: Overdraft Fees,messenger,,,30/06/2019
1424751,21/06/2019,US,28,Influencer,ios,29/06/2019,,26/06/2019
1426219,21/06/2019,US,33,Influencer,ios,,,21/06/2019
1428317,21/06/2019,US,24,Influencer,ios,31/07/2019,,01/08/2019
1428461,21/06/2019,US,47,Facebook Ads: Overdraft Fees,messenger,,,21/06/2019
1428712,21/06/2019,US,44,Facebook Ads: Overdraft Fees,android,,,25/06/2019
1429358,22/06/2019,US,32,Facebook Ads: Overdraft Fees,messenger,,,22/06/2019
1430125,22/06/2019,US,25,Influencer,ios,,,23/06/2019
1430741,22/06/2019,US,27,Influencer,ios,,,20/09/2019
1431846,22/06/2019,US,25,Facebook Ads: Overdraft Fees,ios,,,25/07/2019
1435266,22/06/2019,US,33,Facebook Ads: Overdraft Fees,android,,,05/07/2019
1436063,22/06/2019,US,29,Facebook Ads: Overdraft Fees,messenger,,,22/06/2019
1439513,23/06/2019,US,32,Influencer,ios,23/06/2019,,25/06/2019
1441376,23/06/2019,US,28,Influencer,ios,30/06/2019,,23/06/2019
1441799,23/06/2019,US,37,Facebook Ads: Overdraft Fees,ios,04/07/2019,,23/06/2019
1443154,23/06/2019,US,27,Facebook Ads: Overdraft Fees,ios,,,23/06/2019
1444783,23/06/2019,US,43,Facebook Ads: Overdraft Fees,messenger,,,01/07/2019
1449153,24/06/2019,US,32,Influencer,android,,,26/06/2019
